question_id	question_text
823	What characterized the early evolution of film?
2578	Why do some cultures place restrictions on marriage regarding age, race or kinship?
3058	What contributed to a centralized Lithuania?
240	What is the ownership structure of MLS?
964	How do Gyres affect the Atlantic Ocean?
2461	Why were aircraft carriers moved to the Great Lakes in World War II and what purpose did they serve?
1071	How is internet accessed?
1584	What is Chicago's topography?
3359	Why do the Galapagos Islands host many endemic species?
3372	What is the governmental infrastructure of Madrid?
3830	What was the original plan of attack?
2143	How did Apple originate?
2691	What is the distinction between Judaism and Jews as a people?
2435	What role did Dublin play during the Middle Ages?
3215	What is the first record of a homosexual couple?
2887	What kind of impact have humans had on biodiversity?
2423	How did friction develop between the British government and the Thirteen Colonies?
2553	Why is the ISS significant?
3164	How Do Controlled-Access Highways Differ From Other Highways With Regard To Traffic Signaling?
1325	What is the history of PBS Kids?
656	How do traditional networks like NBC use YouTube for alternate means of distribution?
305	How did the military conscription laws during the American Civil War affect race relations in New York?
4063	What non-technical approaches of study are used in linguistic?
737	What are the early roots of Taoism?
1981	After the 1960s, how did Glasgow begin to decline? What were the effects of this decline?
877	How diverse is religion in modern North Carolina?
2564	How is cotton cultivated?
760	What events led to the formation of the first British colony in Australia?
1882	What were aspects of the use of execution in China's Tang dynasty?
3759	What were the implications of the failed Bay Of Pigs invasion?
3114	How does UNESCO pursue its objectives?
445	What was the Mongolian Empire's contribution to Ancient Iraq?
2192	What strategies do great powers use to lead effectively?
3547	What is the etymology of Budapest?
2755	What happened to King's College after the Revolution?
570	How did Shanghai become a major trade port?
432	Why is Italian spoken and understood in some regions of Africa?
1486	How did Germans arrive in America?
1821	What is the vicious cycle that tax avoidance creates?
3662	What are additional considerations in determining par for a hole?
1841	Tell Us A Bit About The 57th Quadrennial United States Presidential Election?
1616	How did the Roman Republic expand throughout the mediterranean?
740	How many adherents does Taoism have?
3999	Why is it critical for ports to be near other infrastructure?
2756	How did the University change in 1896?
706	What distinguishes civil law jurisdictions?
1274	How has the name of the Philippines changed over time?
2199	What was R&B like in the early 1950s?
3706	What is the topography of Missouri?
93	How is Nova Scotia's government organized?
1562	Pemberton claimed Coca-Cola to cure which diseases?
3376	What type of volcanic oceanic island forms over volcanic hotspots?
2048	How did Descartes and Bacon change the thinking of science to become more analytical?
1603	How was the class of knights created?
121	How did Judaic culture come to influence Western cultures? How did these pathways occur?
1520	"Why is still useful to designate between an ""Old World"" and a ""New Word""?"
2101	Why were guild built in the middle ages?
1013	What is the origin of the word coal?
1930	What findings suggested Iraq possessed chemical weapons?
2026	How did the Roman collapse affect the expansion of Franks territory during the Early Middle Ages?
1286	How does a U.S. presidential election work?
1017	What is the significance in the speech patterns of people living  in the Midwest?
368	What factors led up to the new support of the Democratic party by African Americans?
3417	How do you see Slavic influence in the place names around Berlin?
2918	How does left-wing politics differ from those on the right with respect to the environment?
2007	"How did the term ""New Testament"" come into use in the Christian Bible?"
2248	How is the law enforcement of Pakistan structured?
1470	What is the relationship between the Russian Federation and the USSR?
2517	What are Multiracial Americans?
2299	What defines the formation of a subtropical desert?
498	Did The Franks Ever Rule Western Europe?
1113	What are some of the measures that suggest Bangledesh will undergo even more economic growth?
393	What traits among a volleyball team contribute to its success?
488	Why was the Treaty of Brussels signed?
1800	What role did the military's early computer technology play in the development of what we know as the internet today?
587	To what extent have activists been successful in various divestment campaigns at Harvard?
3486	What does the linguistic landscape of Polish look like in the U.S.?
2040	What defines wales in the Roman era?
1662	Why was Summit created?
3179	What happened during the New York Draft Riots?
2680	Why is China's one child policy problematic?
3129	How were professional leagues established initially?
4088	How did German ancestry emerge in history?
